depthwise--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.0066284582
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
depthwise--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
[14:38:44] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:44] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.0029692604
[14:38:45] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:45] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 128, 14, 14], filter_shape: [128, 128, 3, 3] -> 0.0113490312
[14:38:47] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:47] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 256, 14, 14], filter_shape: [256, 256, 3, 3] -> 0.046877823
[14:38:49] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:49] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 512, 14, 14], filter_shape: [512, 512, 3, 3] -> 0.1993917602
[14:38:52] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:52] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 64, 26, 26], filter_shape: [64, 64, 3, 3] -> 0.0176989584
[14:38:53] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:53] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 128, 26, 26], filter_shape: [128, 128, 3, 3] -> 0.0749698644
[14:38:55] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:38:55] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 256, 26, 26], filter_shape: [256, 256, 3, 3] -> 0.309848625
[14:39:00] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:39:00] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 512, 26, 26], filter_shape: [512, 512, 3, 3] -> 1.1635036454
[14:39:09] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:39:09] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 64, 52, 52], filter_shape: [64, 64, 3, 3] -> 0.0772807188
[14:39:11] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:39:11] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 128, 52, 52], filter_shape: [128, 128, 3, 3] -> 0.3370592186
[14:39:16] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:39:16] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 256, 52, 52], filter_shape: [256, 256, 3, 3] -> 1.2929818536
[14:39:29] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:39:29] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 512, 52, 52], filter_shape: [512, 512, 3, 3] -> 3.8177277798
[14:39:58] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:39:58] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 64, 104, 104], filter_shape: [64, 64, 3, 3] -> 0.3357525936
[14:40:03] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:40:03] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 128, 104, 104], filter_shape: [128, 128, 3, 3] -> 1.1803516454
[14:40:16] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:40:16] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 256, 104, 104], filter_shape: [256, 256, 3, 3] -> 3.8016628526
[14:40:54] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:40:54] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 512, 104, 104], filter_shape: [512, 512, 3, 3] -> 12.1669202348
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 64], filter_shape: [3, 3, 64, 64] -> 0.0005937918
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 128], filter_shape: [3, 3, 128, 128] -> 0.0025719062
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 256], filter_shape: [3, 3, 256, 256] -> 0.0160566458
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 512], filter_shape: [3, 3, 512, 512] -> 0.0661190728
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 64], filter_shape: [3, 3, 64, 64] -> 0.0019761458
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 128], filter_shape: [3, 3, 128, 128] -> 0.015449354
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 256], filter_shape: [3, 3, 256, 256] -> 0.0725217186
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 512], filter_shape: [3, 3, 512, 512] -> 0.2582273542
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 64], filter_shape: [3, 3, 64, 64] -> 0.0106733124
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 128], filter_shape: [3, 3, 128, 128] -> 0.0506645
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 256], filter_shape: [3, 3, 256, 256] -> 0.2519673958
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 512], filter_shape: [3, 3, 512, 512] -> 1.1060958642
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 64], filter_shape: [3, 3, 64, 64] -> 0.0332581146
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 128], filter_shape: [3, 3, 128, 128] -> 0.1931862604
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 256], filter_shape: [3, 3, 256, 256] -> 0.9633988538
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 512], filter_shape: [3, 3, 512, 512] -> 4.562987571
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [14, 14, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [14, 14, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [14, 14, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [14, 14, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [26, 26, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [26, 26, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [26, 26, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [26, 26, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [52, 52, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [52, 52, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [52, 52, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [52, 52, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [104, 104, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [104, 104, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [104, 104, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: float32, layout: HWCN, input_shape: [104, 104, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
[14:43:54] /Users/kerenzhou/Codes/tvm/src/runtime/opencl/opencl_device_api.cc:242: Initialize OpenCL platform 'Apple'
[14:43:54] /Users/kerenzhou/Codes/tvm/src/runtime/opencl/opencl_device_api.cc:251: No OpenCL device any device matched given the options: accelerator mode
[14:43:54] /Users/kerenzhou/Codes/tvm/src/runtime/opencl/opencl_device_api.cc:269: opencl(0)='Intel(R) HD Graphics 630' cl_device_id=0x1024500
[14:43:55] /Users/kerenzhou/Codes/tvm/src/runtime/opencl/opencl_device_api.cc:269: opencl(1)='AMD Radeon Pro 555 Compute Engine' cl_device_id=0x1021c00
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.0039989688
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 14, 14], filter_shape: [128, 128, 3, 3] -> 0.00393725
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 14, 14], filter_shape: [256, 256, 3, 3] -> 0.0232228646
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 14, 14], filter_shape: [512, 512, 3, 3] -> 0.0647339792
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 26, 26], filter_shape: [64, 64, 3, 3] -> 0.0092738438
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 26, 26], filter_shape: [128, 128, 3, 3] -> failed
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 26, 26], filter_shape: [256, 256, 3, 3] -> 0.074261427
^Cstandard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 26, 26], filter_shape: [512, 512, 3, 3] -> run skip

standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 52, 52], filter_shape: [64, 64, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 52, 52], filter_shape: [128, 128, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 52, 52], filter_shape: [256, 256, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 52, 52], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 104, 104], filter_shape: [64, 64, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 104, 104], filter_shape: [128, 128, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 104, 104], filter_shape: [256, 256, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 104, 104], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.0061331772
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 128, 14, 14], filter_shape: [128, 128, 3, 3] -> 0.00520475
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 256, 14, 14], filter_shape: [256, 256, 3, 3] -> 0.0757296458
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 512, 14, 14], filter_shape: [512, 512, 3, 3] -> 0.0659951042
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 64, 26, 26], filter_shape: [64, 64, 3, 3] -> 0.0141579792
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 128, 26, 26], filter_shape: [128, 128, 3, 3] -> failed
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 256, 26, 26], filter_shape: [256, 256, 3, 3] -> 0.258072177
^Cstandard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 512, 26, 26], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 64, 52, 52], filter_shape: [64, 64, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 128, 52, 52], filter_shape: [128, 128, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 256, 52, 52], filter_shape: [256, 256, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 512, 52, 52], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 64, 104, 104], filter_shape: [64, 64, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 128, 104, 104], filter_shape: [128, 128, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 256, 104, 104], filter_shape: [256, 256, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NCHW, input_shape: [1, 512, 104, 104], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 14, 14, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 26, 26, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 52, 52, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: NHWC, input_shape: [1, 104, 104, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [14, 14, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [14, 14, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [14, 14, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [14, 14, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [26, 26, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [26, 26, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [26, 26, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [26, 26, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [52, 52, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [52, 52, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [52, 52, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [52, 52, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [104, 104, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [104, 104, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [104, 104, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: float32, layout: HWCN, input_shape: [104, 104, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
[14:35:11] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:11] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.00262725
